id,structure_2d4f7,structure_9a902,structure_09a0d,structure_4ba1e,structure_6e192,structure_14946,structure_ae7b1,structure_c804d,structure_08dde,structure_f9c34,structure_5b67e,structure_cebbc,structure_4232e,structure_98c95,structure_e8a49,structure_6512d,structure_26945,structure_efa2a,structure_2c303,structure_7965f,structure_17328,structure_1b965,structure_e751b,structure_21d54,structure_c74fc,structure_97898,structure_6741c,structure_5aa52,structure_168e1,structure_9946a,structure_2ce40,structure_682d8,structure_464ae,structure_65f05,structure_fc149,structure_9db62,structure_205ef,structure_c2189,structure_81ea2,structure_6b37b,structure_f2d10,structure_b806b,structure_b89ee,structure_c8a84,structure_ffe31,structure_0f024,structure_ac2e8,structure_b98ed,structure_6a55e,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
f5d3c,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,-1.5467838630017188,-1.658631046724632,0.014912727781459684,25.232650240999646,9155788.121254966,99.83097201208636,True,True,False
78621,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,-0.5660639554163466,-0.4781912616188027,0.0017653689896688217,24.988958008994814,9049472.93236204,99.84409910576987,True,True,False
57f92,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,0.12756275098017272,-0.8338091683267507,-0.006652252495928085,24.816603559011128,9081501.32161357,99.85250375248133,False,True,True
7dd41,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gemini-v15-pro,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,0.11132837333600877,0.7838066665140664,0.009601299915527243,24.820637525990605,8935812.286724027,99.83627525301053,False,False,False
7e3d4,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,original,original,gemini-v15-pro,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,-0.9069316909055747,-0.8862241801190167,0.05995504959678126,25.073657849017764,9086222.029903676,99.785999117716,True,True,False
88b95,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-3.3205564267880407,-0.7681988658802146,0.05395233353508648,25.6734025820042,9075592.191994308,99.79199258129643,True,True,False
afaaa,original,gemini-v15-pro,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-0.022136696784658214,-1.8307321227723938,0.022131797535746928,24.853801327990368,9171288.24132848,99.8237640696796,True,True,False
2f582,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,-0.2639097526228678,0.7099295247814267,0.02201368779280773,24.913877824001247,8942465.961377556,99.82388199737025,True,False,False
4da42,gpt-4-turbo,original,original,gemini-v15-pro,original,original,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-0.9661225954374104,-0.6248409492272176,-0.0012175161086279231,25.0883657829836,9062680.797291618,99.84707739310139,True,True,True
6a722,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,0.10137277104040962,-0.633938497987052,0.019566047885044006,24.823111323988996,9063500.15938621,99.82632586452878,False,True,False
7b3a5,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,gemini-v15-pro,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,-0.218166524124961,-1.702749559543473,-0.023619913691394896,24.90251140901819,9159761.613239218,99.86944526002138,True,True,True
fc4d3,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,-0.6664181135035883,-1.3189984221446516,0.021374420994248636,25.01389431199641,9125199.431266697,99.82452027881418,True,True,False
37576,gpt-4-turbo,original,original,original,original,gemini-v15-pro,gemini-v15-pro,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,-1.6554568112905432,-1.8991630121257768,0.002850176023499348,25.259653622008045,9177451.404430496,99.84301597083858,True,True,False
21532,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gemini-v15-pro,original,original,gemini-v15-pro,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,-0.9310496620191439,0.9484465175570101,0.0039671794574758674,25.079650755011244,8920984.154799141,99.8419006891341,True,False,False
3120a,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,-0.01859175826710346,-0.9363613795308661,0.01858830237486401,24.852920471006655,9090737.589183606,99.82730210295918,True,True,False
cbddf,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gemini-v15-pro,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,0.023344425305860367,-0.696719768133743,0.016965863370938573,24.842500041995663,9069154.494896416,99.82892204116408,False,True,False
8d7c7,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gemini-v15-pro,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,-1.043622232942673,-0.2615322362584865,0.035592578541955446,25.107623125979444,9029959.742873536,99.81032403688518,True,True,False
e4947,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-1.18056683681941,0.38745312336364157,0.051383039081965454,25.14165153299109,8971509.492409652,99.79455791548413,True,False,False
0c95c,gpt-4-turbo,gemini-v15-pro,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,0.005391684630314939,-0.4116559535459369,0.034916526052182144,24.846960992988897,9043480.492988963,99.8109990473195,False,True,False
d752d,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,-0.8132146626627377,1.8299341414652175,0.007030924285316553,25.050370760000078,8841593.808569685,99.83884166670882,True,False,False
02f64,original,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,0.286821657350857,-2.0704286751774448,-0.004690814969508455,24.777030427008867,9192876.283825405,99.85054533828031,False,True,True
4c778,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,0.11912470521231916,-0.9440085790029538,0.08250521935457268,24.81870026999968,9091426.32694612,99.76348370639442,False,True,False
60f6f,original,gemini-v15-pro,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,-0.7386581037337744,-0.004464750334992276,0.013047819276141168,25.03184472201974,9006807.203735985,99.83283404605442,True,True,False
3f81c,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,0.1807955138669845,0.5688727631337658,0.020773684490194445,24.803376121999463,8955170.10473871,99.82512008935352,False,False,False
87d0d,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,-0.5482346557475193,-0.8655349668289775,0.02412015548053279,24.98452773099416,9084358.675544793,99.82177877655488,True,True,False
8e092,gpt-4-turbo,gemini-v15-pro,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,0.016710571242519685,-2.8956072286944035,0.023599700495765465,24.844148442003643,9267195.20707288,99.82229842931946,False,True,False
df217,original,original,original,original,gpt-4-turbo,original,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,-0.6501178801626886,-0.6125828699158766,0.005182935476267708,25.009843980995356,9061576.785012556,99.84068680706032,True,True,False
f9bc1,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-0.6788258351658746,-0.6012727204486003,0.033695849537673864,25.016977419989416,9060558.147135222,99.81221784230463,True,True,False
c639e,gpt-4-turbo,gemini-v15-pro,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,0.24046640313281237,0.29380834053611693,-0.039028613368019036,24.78854891998344,8979943.52089697,99.88483020899854,False,False,True
7087b,original,gemini-v15-pro,original,original,gpt-4-turbo,original,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,0.08349617634546189,-0.8077957868046548,-0.002885929799483478,24.827553353999974,9079158.451096023,99.84874323512864,False,True,True
e37e2,gpt-4-turbo,gemini-v15-pro,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,0.3056990609040076,-2.933913023638281,-0.023626991741295494,24.77233971300302,9270645.18213856,99.8694523271613,False,True,True
78e41,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,gemini-v15-pro,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,-0.5045112515060539,-2.597087384174979,-0.01937327336568392,24.97366320801666,9240309.300600722,99.8652051653926,True,True,True
bb179,gpt-4-turbo,gemini-v15-pro,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,-0.7728293055617662,-2.1643955931919914,0.04695253691361089,25.040335685014725,9201339.325112604,99.79898158855414,True,True,False
057ff,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gemini-v15-pro,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,-2.1673568576648257,2.4429266911789984,-0.04844129181810273,25.386852084993734,8786385.216369504,99.89422837891112,True,False,True
a3ebb,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gemini-v15-pro,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gemini-v15-pro,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,0.2246304187596659,-1.6924648666276492,-0.02315078199064827,24.792483893004828,9158835.332132932,99.86897685143201,False,True,True
682b1,gpt-4-turbo,gemini-v15-pro,original,gemini-v15-pro,gpt-4-turbo,original,gemini-v15-pro,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,-0.04235024403292441,-1.5194415677061357,0.042332316193734204,24.85882405099983,9143252.152931573,99.80359468774682,True,True,False
